Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghiệp - Thương mại Hữu Nghị
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghiệp - Thương mại Hữu Nghị
Mã chứng khoán:,FTI
Mã ISIN:,VN000000FTI6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 158/2017/GCNCP-VSD do VSD cấp lần đầu ngày 16/08/2017
Tổng số chứng khoán đăng ký:,3.943.710 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,39.437.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
