Keys,Values
Tên TCPH:,"
Công ty TNHH Xuân Thiện Yên Bái
"
Tên chứng khoán:,Trái phiếu Công ty TNHH Xuân Thiện Yên Bái năm 2017
Mã chứng khoán:,XTY117001
Mã ISIN:,VNXTY1170014
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,1.000.000.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  48/2020/GCNTP-VSD do VSD cấp lần đầu ngày 24/12/2020
Tổng số chứng khoán đăng ký:,495 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,495.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ theo Nghị định 90/2011/NĐ-CP thông qua đại lý phát hành
Lãi suất:,"Lãi suất trái phiếu áp dụng cho các kỳ tính lãi được tính bằng lãi suất huy động tiền gửi tiết kiệm VND, áp dụng với cá nhân, với giá trị tiền gửi trong khoảng từ 10 tỷ đồng tới 200 tỷ đồng, kỳ hạn 12 tháng thanh toán lãi cuối kỳ (trong trường hợp ngân hàng không công bố lãi suất tiết kiệm VND kỳ hạn 12 tháng thanh toán lãi cuối kỳ thì sử dụng lãi suất loại hình huy động khác có kỳ hạn tương đương) công bố tại Ngân hàng TMCP Quân đội - Sở Giao dịch 1 vào 11h00 ngày xác định lãi suất cộng với lãi biên là 3,5%/năm, trong mọi trường hợp lãi suất của trái phiếu không thấp hơn 9,5%/năm."
Cách thức trả lãi:,"Tiền lãi trái phiếu của mỗi kỳ tính lãi sẽ được thanh toán sau, định kỳ 03 tháng/lần vào các ngày tròn 03 tháng kể từ ngày phát hành/ ngày trả lãi gần nhất theo Hợp đồng mua trái phiếu."
Kỳ hạn:,10 năm
Ngày phát hành:,28/07/2017
Ngày đáo hạn:,28/07/2027
Nơi quản lý tại VSD:,Trụ sở chính
