Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu
Mã chứng khoán:,PSH
Mã ISIN:,VN000000PSH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:, số 07/2020/GCNCP-VSD do VSD cấp  ngày 17/01/2020
Tổng số chứng khoán đăng ký:,126.196.780 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.261.967.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
