Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Quảng Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Quảng Bình
Mã chứng khoán:,NQB
Mã ISIN:,VN000000NQB1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 46/2015/GCNCP-VSD do VSD cấp ngày 23/6/2015, Số 46/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 30/08/2016 "
Tổng số chứng khoán đăng ký:,17.230.204 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,172.302.040.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
