Keys,Values
Tên TCPH:,"
Công ty cổ phần Nhiệt điện Cẩm Phả - TKV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nhiệt điện Cẩm Phả - TKV
Mã chứng khoán:,NCP
Mã ISIN:,VN000000NCP1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 01/2016/GCNCP-VSD do VSD cấp ngày 06/01/2016, Số 01/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 24/08/2016"
Tổng số chứng khoán đăng ký:,196.980.622 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.969.806.220.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
