Keys,Values
Tên TCPH:,"
Công ty cổ phần Kim Khí Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kim Khí Miền Trung
Mã chứng khoán:,KMT
Mã ISIN:,VN000000KMT8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 34/2009/GCNCP-TTLK  do VSD cấp lần đầu ngày 23/07/2009, Số 34/2009/GCNCP-1 cấp thay đổi lần 1 ngày 19/07/2010"
Tổng số chứng khoán đăng ký:,9.846.562 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,98.465.620.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
