Keys,Values
Tên TCPH:,"
Công ty cổ phần Viglacera Đông Triều
"
Tên chứng khoán:,Cổ phiếu CTCP Viglacera  Đông Triều
Mã chứng khoán:,DTC
Mã ISIN:,VN000000DTC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 61/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 22/12/2006. Số 61/2006/GCNCP-VSD-4 do VSD cấp thay đổi lần thứ 4 ngày 22/9/2017
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
