Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Lộc Trời
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Lộc Trời
Mã chứng khoán:,LTG
Mã ISIN:,VN000000LTG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 106/2017/GCNCP-VSD do VSD cấp ngày 29/05/2017, Số:  106/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 23/11/2018"
Tổng số chứng khoán đăng ký:,80.593.340 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,805.933.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
