Keys,Values
Tên TCPH:,"
CTCP Sản xuất - Xuất nhập khẩu Thanh Hà
"
Tên chứng khoán:,Cổ phiếu CTCP Sản xuất - Xuất nhập khẩu Thanh Hà
Mã chứng khoán:,HFX
Mã ISIN:,VN000000HFX0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 157/2010/GCNCP - VSD  do TTLKCK Việt Nam cấp ngày 07/07/2010
Tổng số chứng khoán đăng ký:,1.270.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.700.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
