Keys,Values
Tên TCPH:,"
Công ty cổ phần Kinh doanh LPG Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kinh doanh LPG Việt Nam
Mã chứng khoán:,PVG
Mã ISIN:,VN000000PVG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 60/2008/GCNCP-VSD do VSD cấp lần đầu ngày 08/12/2008. Số 60/2008/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 10/04/2020
Tổng số chứng khoán đăng ký:,36.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,365.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
