Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Năng lượng Trường Thịnh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Năng lượng Trường Thịnh
Mã chứng khoán:,TTE
Mã ISIN:,VN000000TTE6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 91/2018/GCNCP-VSD do VSD cấp ngày 25/10/2018
Tổng số chứng khoán đăng ký:,28.490.400 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,284.904.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
