Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thương nghiệp Cà Mau
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thương nghiệp Cà Mau
Mã chứng khoán:,CMV
Mã ISIN:,VN000000CMV1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 81/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 02/06/2010; số 81/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 22/06/2021
Tổng số chứng khoán đăng ký:,18.155.868 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,181.558.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
