Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế tác đá Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế tác đá Việt Nam
Mã chứng khoán:,STV
Mã ISIN:,VN000000STV2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 85/2010/GCNCP-VSD do VSD cấp lần đầu ngày 05/04/2010, Số 85/2010/GCNCP-VSD- 4 cấp thay đổi lần 4 ngày 20/9/2017"
Tổng số chứng khoán đăng ký:,11.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
