Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vicem Vật liệu Xây Dựng Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vicem Vật liệu Xây Dựng Đà Nẵng
Mã chứng khoán:,DXV
Mã ISIN:,VN000000DXV6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 06/2008/GCNCP-CNTTLK do VSD cấp lần đầu ngày 10/01/2008, Số 06/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 28/11/2011"
Tổng số chứng khoán đăng ký:,9.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,99.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
