Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vận tải Biển Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vận tải Biển Sài Gòn
Mã chứng khoán:,SGS
Mã ISIN:,VN000000SGS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 169/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 15/07/2010
Tổng số chứng khoán đăng ký:,14.420.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,144.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
