Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Công thương Việt Nam
"
Tên chứng khoán:,Trái phiếu riêng lẻ Ngân hàng TMCP Công Thương Việt Nam năm 2021 đợt 07
Mã chứng khoán:,CTG12101
Mã ISIN:,VN0CTG121014
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,1.000.000.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số:  67/2021/GCNTP-VSD do VSD cấp lần đầu ngày 31/12/2021
Tổng số chứng khoán đăng ký:,1.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Trái phiếu phát hành riêng lẻ thông qua Đại lý phát hành trái phiếu
Lãi suất:,"Lãi suất áp dụng cho toàn bộ thời hạn 10 năm là lãi suất thả nổi (lãi suất có điều chỉnh định kỳ) và được xác định theo công thức sau:

Lãi suất trái phiếu = Lãi suất tham chiếu + 1%/năm

Trong đó lãi suất tham chiếu: dùng để xác định lãi suất cho mỗi kỳ tính lãi là bình quân lãi suất tiền gửi tiết kiệm cá nhân bằng đồng Việt Nam, trả sau, kỳ hạn 12 tháng (hoặc mức lãi suất của kỳ hạn tương đương) được công bố trên trang thông tin điện tử chính thức của 04 ngân hàng thương mại Việt Nam bao gồm: Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam (Sở Giao dịch) và Ngân hàng Nông nghiệp và phát triển Nông thôn Việt Nam (mỗi ngân hàng này được gọi là “Ngân hàng tham chiếu”) tại ngày xác định lãi suất. Để làm rõ, lãi suất tham chiếu, nếu không phải số nguyên, sẽ được làm tròn đến hai chữ số ở phần thập phân."
Cách thức trả lãi:,Chuyển khoản.
Kỳ hạn:,10 năm
Ngày phát hành:,29/07/2021
Ngày đáo hạn:,29/07/2031
Nơi quản lý tại VSD:,Trụ sở chính
