Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư TDG Global
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư TDG Global
Mã chứng khoán:,TDG
Mã ISIN:,VN000000TDG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 48/2017/GCNCP-VSD do VSD cấp lần đầu ngày 17/02/2017, số 48/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 01/09/2021"
Tổng số chứng khoán đăng ký:,16.770.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,167.700.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
