Keys,Values
Tên TCPH:,"
Công ty cổ phần Thiết bị Phụ tùng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thiết bị Phụ tùng
Mã chứng khoán:,MCJ
Mã ISIN:,VN000000MCJ6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 272/GCNCP-VSD do VSD cấp lần đầu ngày 11/11/2010
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
