Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công nghiệp Ô tô - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Công nghiệp Ô tô - Vinacomin
Mã chứng khoán:,VMA
Mã ISIN:,VN000000VMA5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 11/2011/GCNCP-VSD do VSD cấp lần đầu ngày 28/1/2011, số 11/2011/GCNCP-VSD-1 do VSD cấp thay đổi lần 1 ngày 05/10/2011"
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
