Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy điện Nước trong
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thủy điện Nước trong
Mã chứng khoán:,NTH
Mã ISIN:,VN000000NTH2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 04/2019/GCNCP-VSD do VSD cấp lần đầu ngày 23/01/2019
Tổng số chứng khoán đăng ký:,10.802.053 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,108.020.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
