Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng số 5
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng số 5
Mã chứng khoán:,CI5
Mã ISIN:,VN000000CI51
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 25/2011/GCNCP-VSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 06/04/2011, số 25/2011/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 08/03/2016"
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
