Keys,Values
Tên TCPH:,"
Công ty cổ phần Giao nhận vận tải Ngoại Thương
"
Tên chứng khoán:,Trái phiếu chuyển đổi Công ty cổ phần Giao nhận Vận tải Ngoại thương
Mã chứng khoán:,VNT421032
Mã ISIN:,VNVNT4210327
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  01/2022/GCNTP-VSD do VSD cấp ngày 11/01/2022
Tổng số chứng khoán đăng ký:,592.546 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,59.254.600.000 đồng
Hình thức phát hành:,Chào bán ra công chúng
Lãi suất:,"7,0%/năm"
Cách thức trả lãi:,"Thanh toán 1 năm/lần, vào  + Ngày tròn năm thứ nhất kể từ ngày phát hành trái phiếu của đợt phát hành;  + Ngày đáo hạn của trái phiếu trong đợt phát hành đó."
Kỳ hạn:,"02 năm (Thời hạn chuyển đổi: Trái phiếu được chuyển đổi sau 2 năm kể từ ngày trái phiếu phát hành; Tỷ lệ chuyển đổi = Mệnh giá trái phiếu/Giá chuyển đổi (Giá chuyển đổi được xác định bằng 80% giá trị sổ sách của Công ty cổ phần Giao nhận Vận tải Ngoại thương trên báo cáo tài chính hợp nhất kiểm toán hoặc soát xét gần nhất tính đến mỗi ngày chuyển đổi, nhưng trong mọi trường hợp không cao hơn 15.000 đồng/cổ phần)."
Ngày phát hành:,28/01/2021
Ngày đáo hạn:,28/01/2023
Nơi quản lý tại VSD:,Trụ sở chính
