Keys,Values
Tên TCPH:,"
CTCP Dược phẩm TV.Pharm
"
Tên chứng khoán:,Cổ phiếu CTCP Dược phẩm TV.Pharm
Mã chứng khoán:,TVP
Mã ISIN:,VN000000TVP8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 63/GCNCP-VSD do VSD cấp lần đầu ngày 16/03/2010, số 63/2010/GCNCP-VSD- 2 cấp thay đổi lần 2 ngày 13/12/2017"
Tổng số chứng khoán đăng ký:,11.087.936 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.879.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
