Keys,Values
Tên TCPH:,"
Trung tâm Giống Nông – Lâm nghiệp Quảng Nam (Tên doanh nghiệp dự kiến sau khi cổ phần hóa:  Công ty cổ phần Giống Nông nghiệp Quảng Nam)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giống Nông nghiệp Quảng Nam
Mã chứng khoán:,NNQ
Mã ISIN:,VN000000NNQ6
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 01/CPH/2020/GCNCP-VSD do VSD cấp ngày 17/01/2020 
Tổng số chứng khoán đăng ký:,1.281.303 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.813.030.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
