Keys,Values
Tên TCPH:,"
Tổng Công ty Đầu tư và Phát triển Công nghiệp  – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Đầu tư và Phát triển Công nghiệp – CTCP
Mã chứng khoán:,BCM
Mã ISIN:,VN000000BCM3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 15/2018/GCNCP-VSD do VSD cấp lần đầu ngày 20/03/2018, Số 15/2018/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 30/07/2019"
Tổng số chứng khoán đăng ký:,1.035.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.350.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
