Keys,Values
Tên TCPH:,"
Tổng công ty Tài chính Cổ phần Dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam
Mã chứng khoán:,PVF
Mã ISIN:,VN000000PVF7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 97/2008/GCNCP-VSD-1 do Trung tâm Lưu ký Chứng khoán Việt Nam cấp thay đổi lần 1 ngày 20/06/2011
Tổng số chứng khoán đăng ký:,1.200.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,12.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
