Keys,Values
Tên TCPH:,"
Công ty cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội
Mã chứng khoán:,NS3
Mã ISIN:,VN000000NS31
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 168/2016/GCNCP-VSD do VSD cấp lần đầu ngày 02/12/2016, số 168/2016/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 21/12/2020"
Tổng số chứng khoán đăng ký:,7.919.999 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,79.199.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
