Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải và Dịch vụ Petrolimex Hà tây
"
Tên chứng khoán:,Cổ phiếu CTCP Vận tải và Dịch vụ Petrolimex Hà Tây
Mã chứng khoán:,PTH
Mã ISIN:,VN000000PTH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 12/2010/GCNCP-VSD do VSD cấp lần đầu ngày 14/01/2010, Số: 12/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 15/01/2020"
Tổng số chứng khoán đăng ký:,3.503.164 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.031.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
