Keys,Values
Tên TCPH:,"
CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận Tải
"
Tên chứng khoán:,Cổ phiếu CTCP Tư vấn Đầu tư và Xây dựng Giao thông vận tải
Mã chứng khoán:,TVG
Mã ISIN:,VN000000TVG7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 02/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/01/2010, Số 02/2010/GCNCP-VSD-1 cấp thay đổi lần thứ 1 ngày 29/08/2011"
Tổng số chứng khoán đăng ký:,2.029.589 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.295.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
