Keys,Values
Tên TCPH:,"
Công ty cổ phần Khoáng sản và Luyện kim Bắc Á
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khoáng sản và Luyện kim Bắc Á
Mã chứng khoán:,BAM
Mã ISIN:,VN000000BAM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 59/2014/GCNCP-VSD cấp ngày 28/08/2014
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
