Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao Su
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao Su
Mã chứng khoán:,RBC
Mã ISIN:,VN000000RBC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 108/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 29/04/2010, Số 108/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 17/12/2015"
Tổng số chứng khoán đăng ký:,10.030.308 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.303.080.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
