Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Nhà đất Việt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Nhà đất Việt
Mã chứng khoán:,PVL
Mã ISIN:,VN000000PVL5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 83/2010/GCNCP-VSD do VSD cấp lần đầu ngày 01/04/2010, Số: 83/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/01/2018"
Tổng số chứng khoán đăng ký:,50.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
