Keys,Values
Tên TCPH:,"
Công ty Cổ phầu Đầu tư phát triển Nhà và Đô thị IDICO (UDICO-IDICO)
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư phát triển Nhà và Đô thị IDICO (UDICO-IDICO)
Mã chứng khoán:,UIC
Mã ISIN:,VN000000UIC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 95/2007/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 29/10/2007
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
