Keys,Values
Tên TCPH:,"
Công ty cổ phần Điện Gia Lai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Điện Gia Lai
Mã chứng khoán:,GEG
Mã ISIN:,VN000000GEG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 17/2017/GCNCP-VSD do VSD cấp lần đầu ngày 13/01/2017; số 17/2017/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 29/10/2021
Tổng số chứng khoán đăng ký:,303.715.526 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.037.155.260.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
