Keys,Values
Tên TCPH:,"
Công ty cổ phần Long Hậu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Long Hậu
Mã chứng khoán:,LHG
Mã ISIN:,VN000000LHG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 41/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 10/03/2010, Số: 41/2010/GCNCP-VSD -3 cấp thay đổi lần 3 ngày 12/12/2017"
Tổng số chứng khoán đăng ký:,50.012.010 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,500.120.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
