Keys,Values
Tên TCPH:,"
Công ty cổ phần PIV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần PIV
Mã chứng khoán:,PIV
Mã ISIN:,VN000000PIV1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 200/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/08/2010, Số 200/2010/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 21/9/2017"
Tổng số chứng khoán đăng ký:,17.324.942 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,173.249.420.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
