Keys,Values
Tên TCPH:,"
Công ty cổ phần Kỹ nghệ Khoáng sản Quảng Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Kỹ nghệ Khoáng sản Quảng Nam
Mã chứng khoán:,MIC
Mã ISIN:,VN000000MIC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 27/2007/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 13/12/2007, Số 27/2007/GCNCP-5 cấp thay đổi lần 5 ngày 12/3/2015"
Tổng số chứng khoán đăng ký:,5.544.946 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,55.449.460.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
