Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Ninh Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Ninh Bình
Mã chứng khoán:,NNB
Mã ISIN:,VN000000NNB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 56/2016/GCNCP-VSD do VSD cấp ngày 30/05/2016; Số 56/2016/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 31/08/2021
Tổng số chứng khoán đăng ký:,27.080.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,270.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
