Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và  Thiết bị Công nghiệp CIE1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Thiết bị Công nghiệp CIE1
Mã chứng khoán:,CE1
Mã ISIN:,VN000000CE14
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 39 /2017/GCNCP-VSD do VSD cấp ngày 06/02/2017
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
