Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng công ty Phát triển khu đô thị Dân cư mới
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng công ty Phát triển khu đô thị Dân cư mới
Mã chứng khoán:,KDM
Mã ISIN:,VN000000KDM2
Loại chứng khoán:,cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 11/2016/GCNCP-VSD do VSD cấp ngày 01/02/2016, số 11/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 15/04/2021"
Tổng số chứng khoán đăng ký:,7.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,71.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
