Keys,Values
Tên TCPH:,"
Công ty cổ phần Phốt Pho Apatit Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phốt Pho Apatit Việt Nam
Mã chứng khoán:,PAT
Mã ISIN:,VN000000PAT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 18/2022/GCNCP-VSD do VSD cấp lần đầu ngày 23/03/2022
Tổng số chứng khoán đăng ký:,25.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
