Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn GELEX
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn GELEX
Mã chứng khoán:,GEX
Mã ISIN:,VN000000GEX5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 92/2015/GCNCP-VSD do VSD cấp lần đầu ngày 08/10/2015,Số: 92/2015/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 16/12/2021"
Tổng số chứng khoán đăng ký:,851.495.793 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,8.514.957.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
