Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp
Mã chứng khoán:,DWS
Mã ISIN:,VN000000DWS4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 71/2018/GCNCP-VSD do VSD cấp ngày 28/08/2018
Tổng số chứng khoán đăng ký:,25.918.130 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,259.181.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
