Keys,Values
Tên TCPH:,"
Công ty cổ phần Simco Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần SIMCO Sông Đà
Mã chứng khoán:,SDA
Mã ISIN:,VN000000SDA0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 41/2006/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2006, Số 41/2006/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 05/1/2016"
Tổng số chứng khoán đăng ký:,26.206.158 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,262.061.580.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
