Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng công ty Xây lắp Dầu khí Nghệ An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng công ty Xây lắp Dầu khí Nghệ An
Mã chứng khoán:,PVA
Mã ISIN:,VN000000PVA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 58/2008/GCNCP-VSD do VSD cấp lần đầu ngày 01/12/2008. Số 58/2008/GCNCP-VSD-3 do VSD cấp thay đổi lần thứ 3 ngày 27/12/2011
Tổng số chứng khoán đăng ký:,21.846.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,218.460.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
