Keys,Values
Tên TCPH:,"
Tập đoàn Vingroup – Công ty CP
"
Tên chứng khoán:,Trái phiếu VIC11201702
Mã chứng khoán:,VIC11503
Mã ISIN:,VN0VIC115036
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 27/2016/GCNTP-VSD do VSD cấp ngày 24/03/2016 
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"+ Đối với 02 kỳ tính lãi đầu tiên: 	10,5%/năm
+ Đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên:  Tổng của 4,5%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng NN&PTNN Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,2 năm
Ngày phát hành:,30/12/2015
Ngày đáo hạn:,30/12/2017
Nơi quản lý tại VSD:,Trụ sở chính
