Keys,Values
Tên TCPH:,"
Công ty cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
Mã chứng khoán:,MAC
Mã ISIN:,VN000000MAC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 102/2009/GCNCP-VSD do VSD cấp lần đầu ngày 08/12/2009, Số: 102/2009/GCNCP-VSD-5 cấp thay đổi lần thứ 5 ngày 02/10/2018"
Tổng số chứng khoán đăng ký:,15.139.745 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,151.397.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
