Keys,Values
Tên TCPH:,"
Công ty cổ phần HACISCO
"
Tên chứng khoán:,cổ phiếu Công ty cổ phần HACISCO
Mã chứng khoán:,HAS
Mã ISIN:,VN000000HAS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 238/GCN/TTGD-LK do Sở GDCK Tp. HCM cấp lần đầu ngày 28/12/2002, VSD cấp thay đổi lần thứ bẩy số 238/2002/GCNCP-VSD-7 ngày 30/03/2012"
Tổng số chứng khoán đăng ký:,8.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
