Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Ba
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Ba
Mã chứng khoán:,SBA
Mã ISIN:,VN000000SBA4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 56/2010/GCNCP-VSD do VSD cấp lần đầu ngày 13/04/2010, Số 56/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 08/11/2013"
Tổng số chứng khoán đăng ký:,60.488.261 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,604.882.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
