Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội
Mã chứng khoán:,EPH
Mã ISIN:,VN000000EPH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 215/2017/GCNCP-VSD do VSD cấp ngày 21/11/2017 
Tổng số chứng khoán đăng ký:,2.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,25.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
