Keys,Values
Tên TCPH:,"
Công ty Cổ phần VICEM Thương mại Xi măng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần VICEM Thương mại Xi măng
Mã chứng khoán:,TMX
Mã ISIN:,VN000000TMX1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 65/2009/GCNCP-VSD do VSD cấp lần đầu ngày 02/10/2009, Số 65/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 25/10/2011"
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
