Keys,Values
Tên TCPH:,"
Công ty cổ phần khoáng sản Hoà Bình
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần khoáng sản Hoà Bình
Mã chứng khoán:,KHB
Mã ISIN:,VN000000KHB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 115/2010/GCNCP-VSD do VSD cấp lần đầu ngày 11/05/2010, Số 115/2010/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 16/10/2015"
Tổng số chứng khoán đăng ký:,29.075.499 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,290.754.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
