Keys,Values
Tên TCPH:,"
Công ty cổ phần Gang Thép Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gang Thép Hà Nội
Mã chứng khoán:,HSV
Mã ISIN:,VN000000HSV7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 09/2021/GCNCP-VSD do VSD cấp lần đầu ngày 23/02/2021; số 09/2021/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 14/01/2022
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
