Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Tín phiếu Kho bạc đấu thầu đợt 12/2014
Mã chứng khoán:,TPKB14027
Mã ISIN:,VNTPKB140274
Loại chứng khoán:,Tín phiếu Kho bạc
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Tín Phiếu
Giấy chứng nhận ĐKCK:,"Số 12/2014GCNTPKB-VSD -1 do VSD cấp lần đầu ngày 03/06/2014, cấp thay đổi lần thứ 1 ngày 17/06/2014"
Tổng số chứng khoán đăng ký:,7.850.000 Tín phiếu 
Tổng giá trị chứng khoán đăng ký:,785.000.000.000 đồng
Hình thức đăng ký:,Đấu thầu
Nơi quản lý tại VSD:,Trụ sở chính
