Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ vận tải ô tô Số 8
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ vận tải ô tô Số 8
Mã chứng khoán:,VT8
Mã ISIN:,VN000000VT89
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 77/2014/GCNCP-VSD do VSD cấp ngày 28/10/2014, Số: 77/2014/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 14/06/2018"
Tổng số chứng khoán đăng ký:,7.549.491 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,75.494.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
