Keys,Values
Tên TCPH:,"
Tổng Công ty Vật liệu Xây dựng số  1 – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Vật liệu Xây dựng số 1 - CTCP
Mã chứng khoán:,FIC
Mã ISIN:,VN000000FIC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 43/2018/GCNCP-VSD do VSD cấp ngày 13/06/2018
Tổng số chứng khoán đăng ký:,127.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.270.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
