Keys,Values
Tên TCPH:,"
Công ty cổ phần Minh Hữu Liên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Minh Hữu Liên
Mã chứng khoán:,MHL
Mã ISIN:,VN000000MHL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 89/2009/GCNCP-VSD do VSD cấp lần đầu ngày 19/11/2009, số 89/2009/GCNCP-VSD-5 thay đổi lần 5 ngày 24/07/2017"
Tổng số chứng khoán đăng ký:,5.430.923 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,54.309.230.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
