Keys,Values
Tên TCPH:,"
Công ty cổ phần Nhiệt điện Phả Lại
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nhiệt điện Phả Lại
Mã chứng khoán:,PPC
Mã ISIN:,VN000000PPC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 01/GCNCP-TTLK do VSD cấp lần đầu ngày18/05/2006, Số 67/2007/GCNCP-CNTTLK cấp thay đổi lần 2 ngày 21/08/2007"
Tổng số chứng khoán đăng ký:,326.235.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.262.350.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
