Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Vicem Hải Vân
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng VICEM Hải Vân
Mã chứng khoán:,HVX
Mã ISIN:,VN000000HVX7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 211/2010/GCNCP-VSD do VSD cấp lần đầu ngày 20/08/2010, số 211/2010/GCNCP-VSD -2 đăng ký thay đổi lần thứ 2 ngày 15/07/2016"
Tổng số chứng khoán đăng ký:,41.525.250 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,415.252.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
