Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn TNT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn TNT
Mã chứng khoán:,TNT
Mã ISIN:,VN000000TNT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 117/2010/GCNCP-VSD do VSD cấp ngày 13/05/2010; số 117/2010/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 27/12/2021
Tổng số chứng khoán đăng ký:,51.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,510.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
