Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại và Đầu tư Vi na ta ba
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại và Đầu tư Vi na ta ba
Mã chứng khoán:,VTJ
Mã ISIN:,VN000000VTJ1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 86/2014/GCNCP-VSD do VSD cấp ngày 03/12/2014
Tổng số chứng khoán đăng ký:,11.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,114.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
