Keys,Values
Tên TCPH:,"
Công ty Cổ phần Que hàn điện Việt Đức
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Que hàn điện Việt Đức
Mã chứng khoán:,QHD
Mã ISIN:,VN000000QHD9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 50/2010/GCNCP-VSD do VSD cấp lần đầu ngày 25/02/2010, Số 50/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 28/07/2016"
Tổng số chứng khoán đăng ký:,5.524.716 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,55.247.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
