Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 09/2009
Mã chứng khoán:,CPB0911009
Mã ISIN:,VNTB09110099
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,11/2009/GCNTP-TTLK ngày 17/07/2009
Tổng số chứng khoán đăng ký:,1.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,"8,70%/năm"
Cách thức trả lãi:,
Kỳ hạn:,2 năm
Ngày phát hành:,18/06/2009
Ngày đáo hạn:,18/06/2011
Nơi quản lý tại VSD:,Trụ sở chính
