Keys,Values
Tên TCPH:,"
Công ty Cổ phần Quản lý Quỹ Thiên Việt
"
Tên chứng khoán:,Chứng chỉ Quỹ Đầu tư Tăng trưởng TVAM
Mã chứng khoán:,FUCTVGF1
Mã ISIN:,VN0FUCTVGF13
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,Số 01/2016/GCNCCQ-VSD do VSD cấp ngày 04/07/2016
Tổng số chứng khoán đăng ký:,15.000.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
